latitude,longitude,lap,timestamp,heart_rate,cadence,speed
38.034660844132304,-78.51305122487247,1,2022-11-13 19:57:54+00:00,108,0,2.682
38.03467249497771,-78.51307662203908,1,2022-11-13 19:57:55+00:00,107,0,2.661
38.03468640893698,-78.51310419850051,1,2022-11-13 19:57:56+00:00,107,0,2.703
38.03470359183848,-78.51312364451587,1,2022-11-13 19:57:57+00:00,107,0,2.675
38.03472496569157,-78.51314996369183,1,2022-11-13 19:57:58+00:00,107,0,2.803
38.0347438249737,-78.51317611522973,1,2022-11-13 19:57:59+00:00,107,0,2.864
38.034763438627124,-78.5132051166147,1,2022-11-13 19:58:00+00:00,107,0,2.962
38.03478196263313,-78.51323110051453,1,2022-11-13 19:58:01+00:00,106,0,2.984
38.03479679860175,-78.5132516361773,1,2022-11-13 19:58:02+00:00,102,0,2.876
38.034813310950994,-78.51327560842037,1,2022-11-13 19:58:03+00:00,102,0,2.859
38.03483300842345,-78.5133066214621,1,2022-11-13 19:58:04+00:00,102,76,2.986
38.03485463373363,-78.51335213519633,1,2022-11-13 19:58:05+00:00,103,77,3.321
38.034875923767686,-78.51339345797896,1,2022-11-13 19:58:06+00:00,103,76,3.523
38.034896375611424,-78.51343126036227,1,2022-11-13 19:58:07+00:00,111,76,3.622
38.034916492179036,-78.51346805691719,1,2022-11-13 19:58:08+00:00,111,75,3.683
38.03493333980441,-78.51350141689181,1,2022-11-13 19:58:09+00:00,115,75,3.642
38.034950690343976,-78.51353167556226,1,2022-11-13 19:58:10+00:00,122,75,3.57
38.03496837615967,-78.51355321705341,1,2022-11-13 19:58:11+00:00,122,75,3.401
38.034981954842806,-78.51357132196426,1,2022-11-13 19:58:12+00:00,131,76,3.159
38.03499385714531,-78.51358565501869,1,2022-11-13 19:58:13+00:00,134,76,2.893
38.0350099503994,-78.51360929198563,1,2022-11-13 19:58:14+00:00,134,76,2.862
38.035024451091886,-78.51363074965775,1,2022-11-13 19:58:15+00:00,142,76,2.785
38.03504121489823,-78.51365002803504,1,2022-11-13 19:58:16+00:00,142,76,2.732
38.03505588322878,-78.51367383264005,1,2022-11-13 19:58:17+00:00,142,76,2.716
38.035069881007075,-78.51369956508279,1,2022-11-13 19:58:18+00:00,143,76,2.721
38.03509167395532,-78.51374600082636,1,2022-11-13 19:58:19+00:00,147,76,3.125
38.03510692901909,-78.51378371939063,1,2022-11-13 19:58:20+00:00,147,76,3.243
38.035113299265504,-78.51381951011717,1,2022-11-13 19:58:21+00:00,148,77,3.238
38.035125033929944,-78.51385018788278,1,2022-11-13 19:58:22+00:00,149,77,3.188
38.035137271508574,-78.51388002745807,1,2022-11-13 19:58:23+00:00,151,77,3.141
38.03515110164881,-78.51391925476491,1,2022-11-13 19:58:24+00:00,154,77,3.266
38.03516543470323,-78.51395688951015,1,2022-11-13 19:58:25+00:00,164,77,3.346
