latitude,longitude,lap,timestamp,heart_rate,cadence,speed
38.03319468162954,-78.49773421883583,2,2022-10-19 21:26:17+00:00,181,74,2.682
38.03320264443755,-78.49775701761246,2,2022-10-19 21:26:18+00:00,180,0,2.583
38.03324203938246,-78.49783144891262,2,2022-10-19 21:26:19+00:00,179,0,3.639
38.033253103494644,-78.49785718135536,2,2022-10-19 21:26:20+00:00,180,0,3.425
38.03326768800616,-78.49788534455001,2,2022-10-19 21:26:21+00:00,177,0,3.331
38.03327682428062,-78.49790177308023,2,2022-10-19 21:26:22+00:00,177,0,3.018
38.033295096829534,-78.49792138673365,2,2022-10-19 21:26:23+00:00,177,0,2.947
38.0333106033504,-78.49794460460544,2,2022-10-19 21:26:24+00:00,177,0,2.891
38.03334094583988,-78.49800311028957,2,2022-10-19 21:26:25+00:00,176,74,3.541
38.03335812874138,-78.49804057739675,2,2022-10-19 21:26:26+00:00,176,72,3.593
38.03336868993938,-78.49807091988623,2,2022-10-19 21:26:27+00:00,176,72,3.457
38.03337011486292,-78.49809983745217,2,2022-10-19 21:26:28+00:00,176,72,3.273
38.03336936049163,-78.49813495762646,2,2022-10-19 21:26:29+00:00,175,72,3.235
38.0333711206913,-78.49816421046853,2,2022-10-19 21:26:30+00:00,174,72,3.102
38.03337371908128,-78.49819245748222,2,2022-10-19 21:26:31+00:00,174,72,2.981
38.03337908349931,-78.49821944721043,2,2022-10-19 21:26:32+00:00,178,72,2.873
38.03338713012636,-78.49825020879507,2,2022-10-19 21:26:33+00:00,182,73,2.866
38.03338092751801,-78.49828558042645,2,2022-10-19 21:26:34+00:00,184,73,2.929
38.03338000550866,-78.4983124025166,2,2022-10-19 21:26:35+00:00,183,73,2.814
38.033380256965756,-78.49833654239774,2,2022-10-19 21:26:36+00:00,178,73,2.674
38.033384615555406,-78.4983657952398,2,2022-10-19 21:26:37+00:00,174,73,2.662
38.033390482887626,-78.4983972273767,2,2022-10-19 21:26:38+00:00,174,73,2.696
38.03339752368629,-78.49842907860875,2,2022-10-19 21:26:39+00:00,172,74,2.737
38.03340339101851,-78.49846218712628,2,2022-10-19 21:26:40+00:00,174,73,2.784
38.03341068327427,-78.49849839694798,2,2022-10-19 21:26:41+00:00,172,73,2.883
38.03342157974839,-78.49853452295065,2,2022-10-19 21:26:42+00:00,173,73,2.985
38.03343113511801,-78.498564530164,2,2022-10-19 21:26:43+00:00,172,73,2.955
38.03343750536442,-78.49859260953963,2,2022-10-19 21:26:44+00:00,173,73,2.877
38.033445132896304,-78.49862303584814,2,2022-10-19 21:26:45+00:00,171,73,2.861
38.03345846012235,-78.49865077994764,2,2022-10-19 21:26:46+00:00,171,74,2.859
38.03347086533904,-78.49867818877101,2,2022-10-19 21:26:47+00:00,168,74,2.841
38.03348201327026,-78.49870450794697,2,2022-10-19 21:26:48+00:00,167,74,2.797
38.033494586125016,-78.49872956983745,2,2022-10-19 21:26:49+00:00,166,74,2.759
38.03351243957877,-78.49874901585281,2,2022-10-19 21:26:50+00:00,167,74,2.731
38.03352685645223,-78.49877349101007,2,2022-10-19 21:26:51+00:00,168,74,2.721
38.033539010211825,-78.49879687651992,2,2022-10-19 21:26:52+00:00,169,74,2.668
38.03354915231466,-78.49882529117167,2,2022-10-19 21:26:53+00:00,170,74,2.681
38.033559462055564,-78.4988568071276,2,2022-10-19 21:26:54+00:00,171,74,2.743
38.03357019089162,-78.49888731725514,2,2022-10-19 21:26:55+00:00,171,74,2.781
38.033579494804144,-78.49891221150756,2,2022-10-19 21:26:56+00:00,171,74,2.708
38.03358821198344,-78.49893811158836,2,2022-10-19 21:26:57+00:00,172,74,2.66
38.0335939116776,-78.4989667776972,2,2022-10-19 21:26:58+00:00,172,74,2.647
38.03359776735306,-78.49899343214929,2,2022-10-19 21:26:59+00:00,171,74,2.592
38.03361830301583,-78.49900835193694,2,2022-10-19 21:27:00+00:00,170,74,2.601
38.03362903185189,-78.49903249181807,2,2022-10-19 21:27:01+00:00,169,74,2.567
38.03364370018244,-78.49905679933727,2,2022-10-19 21:27:02+00:00,169,74,2.59
38.03365996107459,-78.4990793466568,2,2022-10-19 21:27:03+00:00,168,74,2.592
38.03367362357676,-78.4991034027189,2,2022-10-19 21:27:04+00:00,168,74,2.592
38.0336906388402,-78.49912511184812,2,2022-10-19 21:27:05+00:00,169,74,2.594
38.033709079027176,-78.49914682097733,2,2022-10-19 21:27:06+00:00,169,74,2.598
38.03372827358544,-78.49917137995362,2,2022-10-19 21:27:07+00:00,169,74,2.607
38.03375266492367,-78.49919241853058,2,2022-10-19 21:27:08+00:00,170,74,2.62
38.033768171444535,-78.49921421147883,2,2022-10-19 21:27:09+00:00,169,74,2.62
38.033785773441195,-78.49923533387482,2,2022-10-19 21:27:10+00:00,169,74,2.621
38.03380949422717,-78.49925327114761,2,2022-10-19 21:27:11+00:00,170,74,2.63
38.033830281347036,-78.49927556701005,2,2022-10-19 21:27:12+00:00,172,74,2.638
38.03384696133435,-78.49929987452924,2,2022-10-19 21:27:13+00:00,172,74,2.642
38.03386112675071,-78.499323008582,2,2022-10-19 21:27:14+00:00,172,73,2.64
38.03387596271932,-78.49935192614794,2,2022-10-19 21:27:15+00:00,172,73,2.648
38.033890966326,-78.49938226863742,2,2022-10-19 21:27:16+00:00,172,73,2.658
38.03391066379845,-78.4994041454047,2,2022-10-19 21:27:17+00:00,172,73,2.663
38.03392608650029,-78.49942987784743,2,2022-10-19 21:27:18+00:00,172,73,2.667
38.03393388167024,-78.49945737048984,2,2022-10-19 21:27:19+00:00,172,72,2.664
