latitude,longitude,lap,timestamp,heart_rate,cadence,speed
38.0346455052495,-78.51296220906079,1,2022-11-01 22:39:13+00:00,147,50,2.682
38.03467811085284,-78.51300093345344,1,2022-11-01 22:39:14+00:00,147,0,3.14
38.034726306796074,-78.51302876137197,1,2022-11-01 22:39:15+00:00,147,0,3.691
38.03473041392863,-78.51307000033557,1,2022-11-01 22:39:16+00:00,147,0,3.681
38.03471876308322,-78.51307628676295,1,2022-11-01 22:39:17+00:00,147,0,3.227
38.03472404368222,-78.5131099820137,1,2022-11-01 22:39:18+00:00,147,0,3.184
38.0347559787333,-78.513123979792,1,2022-11-01 22:39:19+00:00,147,0,3.299
38.03480149246752,-78.51316773332655,1,2022-11-01 22:39:20+00:00,147,0,3.911
38.03482253104448,-78.51318986155093,1,2022-11-01 22:39:21+00:00,147,51,3.737
38.034823620691895,-78.51323596201837,1,2022-11-01 22:39:22+00:00,146,73,3.798
38.03478137589991,-78.51324543356895,1,2022-11-01 22:39:23+00:00,145,73,3.994
38.03481850773096,-78.51326496340334,1,2022-11-01 22:39:24+00:00,147,73,4.09
38.034849017858505,-78.51330737583339,1,2022-11-01 22:39:25+00:00,151,73,4.279
38.03485010750592,-78.51333285681903,1,2022-11-01 22:39:26+00:00,155,73,3.871
38.03486083634198,-78.51335272192955,1,2022-11-01 22:39:27+00:00,159,73,3.519
38.03486896678805,-78.51337602362037,1,2022-11-01 22:39:28+00:00,158,73,3.262
38.034876761958,-78.5134017560631,1,2022-11-01 22:39:29+00:00,157,74,3.093
38.034887574613094,-78.513427907601,1,2022-11-01 22:39:30+00:00,157,74,2.992
38.03489847108722,-78.5134506225586,1,2022-11-01 22:39:31+00:00,155,73,2.86
38.03490844555199,-78.5134725831449,1,2022-11-01 22:39:32+00:00,155,73,2.733
38.03492001257837,-78.51349496282637,1,2022-11-01 22:39:33+00:00,156,73,2.656
38.03493124432862,-78.51351792924106,1,2022-11-01 22:39:34+00:00,156,73,2.599
38.03494264371693,-78.51354089565575,1,2022-11-01 22:39:35+00:00,156,73,2.555
38.03495085798204,-78.51356327533722,1,2022-11-01 22:39:36+00:00,155,73,2.477
38.034961419180036,-78.51358314044774,1,2022-11-01 22:39:37+00:00,156,73,2.402
38.03496695123613,-78.51360593922436,1,2022-11-01 22:39:38+00:00,155,74,2.34
38.03497432731092,-78.51362865418196,1,2022-11-01 22:39:39+00:00,155,74,2.303
38.034974075853825,-78.513657823205,1,2022-11-01 22:39:40+00:00,157,74,2.354
38.034983798861504,-78.5136837232858,1,2022-11-01 22:39:41+00:00,158,74,2.386
38.034986732527614,-78.5137141495943,1,2022-11-01 22:39:42+00:00,158,74,2.446
38.03498857654631,-78.51374231278896,1,2022-11-01 22:39:43+00:00,160,75,2.453
38.03499033674598,-78.51377097889781,1,2022-11-01 22:39:44+00:00,160,75,2.466
38.0349962040782,-78.51379972882569,1,2022-11-01 22:39:45+00:00,162,75,2.494
38.034996539354324,-78.5138264670968,1,2022-11-01 22:39:46+00:00,163,75,2.464
38.034993186593056,-78.51384968496859,1,2022-11-01 22:39:47+00:00,163,75,2.385
38.03498958237469,-78.5138787701726,1,2022-11-01 22:39:48+00:00,161,75,2.424
38.034988241270185,-78.51390877738595,1,2022-11-01 22:39:49+00:00,162,75,2.467
38.03497784771025,-78.51394297555089,1,2022-11-01 22:39:50+00:00,162,75,2.616
38.03496510721743,-78.51397474296391,1,2022-11-01 22:39:51+00:00,161,75,2.718
38.0349510256201,-78.51400198414922,1,2022-11-01 22:39:52+00:00,161,75,2.746
38.03493820130825,-78.51402528584003,1,2022-11-01 22:39:53+00:00,160,75,2.695
38.034920766949654,-78.5140376072377,1,2022-11-01 22:39:54+00:00,159,75,2.6
38.03490065038204,-78.51404230110347,1,2022-11-01 22:39:55+00:00,158,75,2.536
38.03487022407353,-78.51404548622668,1,2022-11-01 22:39:56+00:00,158,75,2.708
38.03484088741243,-78.51404548622668,1,2022-11-01 22:39:57+00:00,159,75,2.82
38.0348114669323,-78.5140511021018,1,2022-11-01 22:39:58+00:00,160,75,2.918
38.03478280082345,-78.51404850371182,1,2022-11-01 22:39:59+00:00,161,75,2.924
38.0347559787333,-78.51404624059796,1,2022-11-01 22:40:00+00:00,161,76,2.925
38.034725887700915,-78.51405051536858,1,2022-11-01 22:40:01+00:00,165,76,2.934
38.03470350801945,-78.51405018009245,1,2022-11-01 22:40:02+00:00,169,76,2.925
38.03468179889023,-78.51404137909412,1,2022-11-01 22:40:03+00:00,165,75,2.917
38.034656904637814,-78.51403777487576,1,2022-11-01 22:40:04+00:00,165,75,2.915
38.0346333514899,-78.51403333246708,1,2022-11-01 22:40:05+00:00,165,75,2.91
38.03460803814232,-78.51403383538127,1,2022-11-01 22:40:06+00:00,165,75,2.908
38.034587083384395,-78.51403249427676,1,2022-11-01 22:40:07+00:00,161,74,2.896
38.034561686217785,-78.51403299719095,1,2022-11-01 22:40:08+00:00,162,74,2.895
38.034538300707936,-78.51403492502868,1,2022-11-01 22:40:09+00:00,164,74,2.889
